2.3741,2.0605,0.0032958
2.3717,2.0628,0.0065915
2.3694,2.0651,0.0098873
2.367,2.0674,0.013183
2.3646,2.0697,0.016479
2.3622,2.0719,0.019775
2.3598,2.0742,0.02307
2.3574,2.0764,0.026366
2.355,2.0786,0.029662
2.3525,2.0809,0.032958
2.3501,2.0831,0.036253
2.3476,2.0852,0.039549
2.3451,2.0874,0.042845
2.3426,2.0896,0.046141
2.3401,2.0917,0.049436
2.3376,2.0938,0.052732
2.3351,2.0959,0.056028
2.3325,2.098,0.059324
2.33,2.1001,0.062619
2.3274,2.1022,0.065915
2.3248,2.1042,0.069211
2.3222,2.1063,0.072507
2.3197,2.1083,0.075803
2.317,2.1103,0.079098
2.3144,2.1123,0.082394
2.3118,2.1143,0.08569
2.3091,2.1163,0.088986
2.3065,2.1182,0.092281
2.3038,2.1202,0.095577
2.3012,2.1221,0.098873
2.2985,2.124,0.10217
2.2958,2.1259,0.10546
2.2931,2.1278,0.10876
2.2904,2.1297,0.11206
2.2876,2.1315,0.11535
2.2849,2.1334,0.11865
2.2822,2.1352,0.12194
2.2794,2.137,0.12524
2.2767,2.1388,0.12853
2.2739,2.1406,0.13183
2.2711,2.1424,0.13513
2.2683,2.1442,0.13842
2.2656,2.1459,0.14172
2.2627,2.1476,0.14501
2.2599,2.1494,0.14831
2.2571,2.1511,0.15161
2.2543,2.1528,0.1549
2.2515,2.1545,0.1582
2.2486,2.1561,0.16149
2.2458,2.1578,0.16479
2.2429,2.1594,0.16808
2.2401,2.1611,0.17138
2.2372,2.1627,0.17468
2.2343,2.1643,0.17797
2.2314,2.1659,0.18127
2.2285,2.1674,0.18456
2.2256,2.169,0.18786
2.2227,2.1706,0.19115
2.2198,2.1721,0.19445
2.2169,2.1736,0.19775
2.2139,2.1751,0.20104
2.211,2.1766,0.20434
2.2081,2.1781,0.20763
2.2051,2.1796,0.21093
2.2022,2.1811,0.21422
2.1992,2.1825,0.21752
2.1962,2.1839,0.22082
2.1933,2.1854,0.22411
2.1903,2.1868,0.22741
2.1873,2.1882,0.2307
2.1843,2.1896,0.234
2.1813,2.1909,0.23729
2.1783,2.1923,0.24059
2.1753,2.1936,0.24389
2.1723,2.195,0.24718
2.1693,2.1963,0.25048
2.1663,2.1976,0.25377
2.1632,2.1989,0.25707
2.1602,2.2002,0.26037
2.1572,2.2015,0.26366
2.1541,2.2027,0.26696
2.1511,2.204,0.27025
2.148,2.2052,0.27355
2.145,2.2065,0.27684
2.1419,2.2077,0.28014
2.1388,2.2089,0.28344
2.1357,2.2101,0.28673
2.1327,2.2113,0.29003
2.1296,2.2124,0.29332
2.1265,2.2136,0.29662
2.1234,2.2147,0.29991
2.1203,2.2159,0.30321
2.1172,2.217,0.30651
2.1141,2.2181,0.3098
2.111,2.2192,0.3131
2.1079,2.2203,0.31639
2.1048,2.2214,0.31969
2.1017,2.2224,0.32298
2.0986,2.2235,0.32628
2.0954,2.2245,0.32958
2.0923,2.2256,0.33287
2.0892,2.2266,0.33617
2.086,2.2276,0.33946
2.0829,2.2286,0.34276
2.0797,2.2296,0.34606
2.0766,2.2306,0.34935
2.0734,2.2316,0.35265
2.0703,2.2325,0.35594
2.0671,2.2335,0.35924
2.064,2.2344,0.36253
2.0608,2.2353,0.36583
2.0577,2.2363,0.36913
2.0545,2.2372,0.37242
2.0513,2.2381,0.37572
2.0481,2.2389,0.37901
2.045,2.2398,0.38231
2.0418,2.2407,0.3856
2.0386,2.2415,0.3889
2.0354,2.2424,0.3922
2.0322,2.2432,0.39549
2.029,2.244,0.39879
2.0258,2.2449,0.40208
2.0226,2.2457,0.40538
2.0194,2.2465,0.40867
2.0162,2.2473,0.41197
2.013,2.248,0.41527
2.0098,2.2488,0.41856
2.0066,2.2496,0.42186
2.0034,2.2503,0.42515
2.0002,2.251,0.42845
1.997,2.2518,0.43175
1.9938,2.2525,0.43504
1.9906,2.2532,0.43834
1.9873,2.2539,0.44163
1.9841,2.2546,0.44493
1.9809,2.2553,0.44822
1.9777,2.256,0.45152
1.9744,2.2566,0.45482
1.9712,2.2573,0.45811
1.968,2.2579,0.46141
1.9647,2.2586,0.4647
1.9615,2.2592,0.468
1.9583,2.2598,0.47129
1.955,2.2604,0.47459
1.9518,2.261,0.47789
1.9486,2.2616,0.48118
1.9453,2.2622,0.48448
1.9421,2.2628,0.48777
1.9388,2.2634,0.49107
1.9356,2.2639,0.49436
1.9323,2.2645,0.49766
1.9291,2.265,0.50096
1.9258,2.2656,0.50425
1.9226,2.2661,0.50755
1.9193,2.2666,0.51084
1.9161,2.2671,0.51414
1.9128,2.2676,0.51743
1.9095,2.2681,0.52073
1.9063,2.2686,0.52403
1.903,2.2691,0.52732
1.8998,2.2696,0.53062
1.8965,2.27,0.53391
1.8932,2.2705,0.53721
1.89,2.2709,0.54051
1.8867,2.2714,0.5438
1.8834,2.2718,0.5471
1.8802,2.2722,0.55039
1.8769,2.2727,0.55369
1.8736,2.2731,0.55698
1.8704,2.2735,0.56028
1.8671,2.2739,0.56358
1.8638,2.2743,0.56687
1.8605,2.2747,0.57017
1.8573,2.275,0.57346
1.854,2.2754,0.57676
1.8507,2.2758,0.58005
1.8474,2.2761,0.58335
1.8442,2.2765,0.58665
1.8409,2.2768,0.58994
1.8376,2.2772,0.59324
1.8343,2.2775,0.59653
1.8311,2.2778,0.59983
1.8278,2.2781,0.60312
1.8245,2.2785,0.60642
1.8212,2.2788,0.60972
1.8179,2.2791,0.61301
1.8146,2.2794,0.61631
1.8114,2.2796,0.6196
1.8081,2.2799,0.6229
1.8048,2.2802,0.6262
1.8015,2.2805,0.62949
1.7982,2.2807,0.63279
1.7949,2.281,0.63608
1.7917,2.2812,0.63938
1.7884,2.2815,0.64267
1.7851,2.2817,0.64597
1.7818,2.282,0.64927
1.7785,2.2822,0.65256
1.7752,2.2824,0.65586
1.7719,2.2826,0.65915
1.7686,2.2828,0.66245
1.7653,2.283,0.66574
1.7621,2.2832,0.66904
1.7588,2.2834,0.67234
1.7555,2.2836,0.67563
1.7522,2.2838,0.67893
1.7489,2.284,0.68222
1.7456,2.2842,0.68552
1.7423,2.2843,0.68881
1.739,2.2845,0.69211
1.7357,2.2846,0.69541
1.7324,2.2848,0.6987
1.7291,2.2849,0.702
1.7258,2.2851,0.70529
1.7226,2.2852,0.70859
1.7193,2.2853,0.71189
1.716,2.2855,0.71518
1.7127,2.2856,0.71848
1.7094,2.2857,0.72177
1.7061,2.2858,0.72507
1.7028,2.2859,0.72836
1.6995,2.286,0.73166
1.6962,2.2861,0.73496
1.6929,2.2862,0.73825
1.6896,2.2862,0.74155
1.6863,2.2863,0.74484
1.683,2.2864,0.74814
1.6797,2.2864,0.75143
1.6764,2.2865,0.75473
1.6731,2.2865,0.75803
1.6698,2.2866,0.76132
1.6665,2.2866,0.76462
1.6633,2.2866,0.76791
1.66,2.2867,0.77121
1.6567,2.2867,0.7745
1.6534,2.2867,0.7778
1.6501,2.2867,0.7811
1.6468,2.2867,0.78439
1.6435,2.2867,0.78769
1.6402,2.2867,0.79098
1.6369,2.2867,0.79428
1.6336,2.2867,0.79758
1.6303,2.2867,0.80087
1.627,2.2866,0.80417
1.6237,2.2866,0.80746
1.6204,2.2866,0.81076
1.6171,2.2865,0.81405
1.6138,2.2865,0.81735
1.6105,2.2864,0.82065
1.6072,2.2863,0.82394
1.6039,2.2863,0.82724
1.6006,2.2862,0.83053
1.5973,2.2861,0.83383
1.594,2.286,0.83712
1.5908,2.2859,0.84042
1.5875,2.2858,0.84372
1.5842,2.2857,0.84701
1.5809,2.2856,0.85031
1.5776,2.2855,0.8536
1.5743,2.2854,0.8569
1.571,2.2853,0.86019
1.5677,2.2851,0.86349
1.5644,2.285,0.86679
1.5611,2.2848,0.87008
1.5578,2.2847,0.87338
1.5545,2.2845,0.87667
1.5512,2.2844,0.87997
1.5479,2.2842,0.88327
1.5447,2.2841,0.88656
1.5414,2.2839,0.88986
1.5381,2.2837,0.89315
1.5348,2.2835,0.89645
1.5315,2.2833,0.89974
1.5282,2.2831,0.90304
1.5249,2.2829,0.90634
1.5216,2.2827,0.90963
1.5183,2.2825,0.91293
1.515,2.2823,0.91622
1.5118,2.282,0.91952
1.5085,2.2818,0.92281
1.5052,2.2816,0.92611
