2.378,2.0644,0.0034351
2.3756,2.0668,0.0068703
2.3731,2.0692,0.010305
2.3706,2.0716,0.013741
2.3681,2.074,0.017176
2.3656,2.0763,0.020611
2.3631,2.0786,0.024046
2.3606,2.081,0.027481
2.358,2.0833,0.030916
2.3554,2.0855,0.034351
2.3528,2.0878,0.037786
2.3503,2.09,0.041222
2.3476,2.0923,0.044657
2.345,2.0945,0.048092
2.3424,2.0967,0.051527
2.3397,2.0989,0.054962
2.3371,2.101,0.058397
2.3344,2.1032,0.061832
2.3317,2.1053,0.065267
2.329,2.1075,0.068703
2.3263,2.1096,0.072138
2.3236,2.1117,0.075573
2.3208,2.1137,0.079008
2.3181,2.1158,0.082443
2.3153,2.1178,0.085878
2.3125,2.1199,0.089313
2.3097,2.1219,0.092749
2.307,2.1239,0.096184
2.3041,2.1258,0.099619
2.3013,2.1278,0.10305
2.2985,2.1298,0.10649
2.2957,2.1317,0.10992
2.2928,2.1336,0.11336
2.29,2.1355,0.11679
2.2871,2.1374,0.12023
2.2842,2.1393,0.12366
2.2813,2.1411,0.1271
2.2784,2.143,0.13053
2.2755,2.1448,0.13397
2.2726,2.1466,0.13741
2.2697,2.1484,0.14084
2.2667,2.1502,0.14428
2.2638,2.152,0.14771
2.2608,2.1537,0.15115
2.2579,2.1555,0.15458
2.2549,2.1572,0.15802
2.2519,2.1589,0.16145
2.2489,2.1606,0.16489
2.2459,2.1623,0.16832
2.2429,2.1639,0.17176
2.2399,2.1656,0.17519
2.2369,2.1672,0.17863
2.2339,2.1688,0.18206
2.2308,2.1705,0.1855
2.2278,2.172,0.18893
2.2247,2.1736,0.19237
2.2217,2.1752,0.1958
2.2186,2.1767,0.19924
2.2155,2.1783,0.20267
2.2125,2.1798,0.20611
2.2094,2.1813,0.20954
2.2063,2.1828,0.21298
2.2032,2.1843,0.21641
2.2001,2.1858,0.21985
2.197,2.1872,0.22328
2.1939,2.1887,0.22672
2.1907,2.1901,0.23015
2.1876,2.1915,0.23359
2.1845,2.1929,0.23702
2.1813,2.1943,0.24046
2.1782,2.1957,0.24389
2.175,2.197,0.24733
2.1719,2.1984,0.25076
2.1687,2.1997,0.2542
2.1655,2.201,0.25763
2.1623,2.2023,0.26107
2.1592,2.2036,0.26451
2.156,2.2049,0.26794
2.1528,2.2062,0.27138
2.1496,2.2074,0.27481
2.1464,2.2087,0.27825
2.1432,2.2099,0.28168
2.14,2.2111,0.28512
2.1367,2.2123,0.28855
2.1335,2.2135,0.29199
2.1303,2.2147,0.29542
2.1271,2.2159,0.29886
2.1238,2.217,0.30229
2.1206,2.2182,0.30573
2.1173,2.2193,0.30916
2.1141,2.2204,0.3126
2.1108,2.2215,0.31603
2.1076,2.2226,0.31947
2.1043,2.2237,0.3229
2.1011,2.2248,0.32634
2.0978,2.2258,0.32977
2.0945,2.2269,0.33321
2.0913,2.2279,0.33664
2.088,2.2289,0.34008
2.0847,2.23,0.34351
2.0814,2.231,0.34695
2.0781,2.232,0.35038
2.0748,2.2329,0.35382
2.0715,2.2339,0.35725
2.0682,2.2349,0.36069
2.0649,2.2358,0.36412
2.0616,2.2367,0.36756
2.0583,2.2377,0.37099
2.055,2.2386,0.37443
2.0517,2.2395,0.37786
2.0484,2.2404,0.3813
2.045,2.2412,0.38473
2.0417,2.2421,0.38817
2.0384,2.243,0.39161
2.0351,2.2438,0.39504
2.0317,2.2446,0.39848
2.0284,2.2455,0.40191
2.0251,2.2463,0.40535
2.0217,2.2471,0.40878
2.0184,2.2479,0.41222
2.015,2.2487,0.41565
2.0117,2.2494,0.41909
2.0083,2.2502,0.42252
2.005,2.251,0.42596
2.0016,2.2517,0.42939
1.9983,2.2524,0.43283
1.9949,2.2532,0.43626
1.9916,2.2539,0.4397
1.9882,2.2546,0.44313
1.9848,2.2553,0.44657
1.9815,2.256,0.45
1.9781,2.2566,0.45344
1.9747,2.2573,0.45687
1.9714,2.258,0.46031
1.968,2.2586,0.46374
1.9646,2.2592,0.46718
1.9612,2.2599,0.47061
1.9579,2.2605,0.47405
1.9545,2.2611,0.47748
1.9511,2.2617,0.48092
1.9477,2.2623,0.48435
1.9443,2.2629,0.48779
1.9409,2.2635,0.49122
1.9376,2.264,0.49466
1.9342,2.2646,0.49809
1.9308,2.2651,0.50153
1.9274,2.2657,0.50496
1.924,2.2662,0.5084
1.9206,2.2667,0.51183
1.9172,2.2673,0.51527
1.9138,2.2678,0.51871
1.9104,2.2683,0.52214
1.907,2.2688,0.52558
1.9036,2.2693,0.52901
1.9002,2.2697,0.53245
1.8968,2.2702,0.53588
1.8934,2.2707,0.53932
1.89,2.2711,0.54275
1.8866,2.2716,0.54619
1.8832,2.272,0.54962
1.8798,2.2724,0.55306
1.8764,2.2729,0.55649
1.8729,2.2733,0.55993
1.8695,2.2737,0.56336
1.8661,2.2741,0.5668
1.8627,2.2745,0.57023
1.8593,2.2749,0.57367
1.8559,2.2753,0.5771
1.8525,2.2756,0.58054
1.8491,2.276,0.58397
1.8456,2.2764,0.58741
1.8422,2.2767,0.59084
1.8388,2.2771,0.59428
1.8354,2.2774,0.59771
1.832,2.2777,0.60115
1.8286,2.2781,0.60458
1.8251,2.2784,0.60802
1.8217,2.2787,0.61145
1.8183,2.279,0.61489
1.8149,2.2793,0.61832
1.8114,2.2796,0.62176
1.808,2.2799,0.62519
1.8046,2.2802,0.62863
1.8012,2.2805,0.63206
1.7978,2.2807,0.6355
1.7943,2.281,0.63893
1.7909,2.2813,0.64237
1.7875,2.2815,0.64581
1.784,2.2818,0.64924
1.7806,2.282,0.65268
1.7772,2.2823,0.65611
1.7738,2.2825,0.65955
1.7703,2.2827,0.66298
1.7669,2.283,0.66642
1.7635,2.2832,0.66985
1.7601,2.2834,0.67329
1.7566,2.2836,0.67672
1.7532,2.2838,0.68016
1.7498,2.284,0.68359
1.7463,2.2842,0.68703
1.7429,2.2844,0.69046
1.7395,2.2846,0.6939
1.7361,2.2848,0.69733
1.7326,2.285,0.70077
1.7292,2.2851,0.7042
1.7258,2.2853,0.70764
1.7223,2.2855,0.71107
1.7189,2.2856,0.71451
1.7155,2.2858,0.71794
1.712,2.286,0.72138
1.7086,2.2861,0.72481
1.7052,2.2862,0.72825
1.7017,2.2864,0.73168
1.6983,2.2865,0.73512
1.6949,2.2866,0.73855
1.6914,2.2868,0.74199
1.688,2.2869,0.74542
1.6846,2.287,0.74886
1.6811,2.2871,0.75229
1.6777,2.2872,0.75573
1.6743,2.2873,0.75916
1.6708,2.2874,0.7626
1.6674,2.2875,0.76603
1.664,2.2876,0.76947
1.6605,2.2877,0.77291
1.6571,2.2878,0.77634
1.6537,2.2878,0.77978
1.6502,2.2879,0.78321
1.6468,2.288,0.78665
1.6434,2.288,0.79008
1.6399,2.2881,0.79352
1.6365,2.2881,0.79695
1.6331,2.2882,0.80039
1.6296,2.2882,0.80382
1.6262,2.2882,0.80726
1.6228,2.2883,0.81069
1.6193,2.2883,0.81413
1.6159,2.2883,0.81756
